Sample_ID,Category,Bins,Contig_ID,Matched_Species,Abbreviated_Gene_Name,Counts,Protein Accession,ARO_ID,Percentage of identical matches, Alignment length,Number of mismatches,Number of gap openings,Start of alignment in query,End of alignment in query,Start of alignment in subject, End of alignment in subject,Expected value,Bit score,CVTERM ID,Model Sequence ID,Model ID,ARO_Name,DNA Accession,AMR Gene Family,Drug/Antibiotics_Class,Resistance Mechanism,,,,
SRR5240378,Ambulances,SRR5240378_bin.5,xx65,Pseudescherichia vulneris (taxid 566),Sent_gyrA_FLO,1,AAL21173.1,ARO:3003926,92.6,779,58,0,23431,21095,100,878,0,1380,40635,5271,2403,Salmonella enterica gyrA conferring resistance to fluoroquinolones,AE006468.2,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,,,,
SRR5240385,Ambulances,SRR5240385_bin.8,xx12,Enterobacter sp. SA187 (taxid 1914861),Ecol_cyaA_FOF,2,CDJ73082.1,ARO:3003900,92.6,849,58,2,126585,129119,1,848,0,1607,40602,4616,2379,Escherichia coli cyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240385,Ambulances,SRR5240385_bin.8,xx97,Enterobacter sp. SA187 (taxid 1914861),Ecol_murA_FOF,2,AIL15701.1,ARO:3003775,92.6,419,31,0,16270,15014,1,419,1.63E-250,761,40451,3548,2284,Escherichia coli murA with mutation conferring resistance to fosfomycin,CP009072.1,antibiotic-resistant murA transferase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240422,Ambulances,SRR5240422_bin.1,xx8,Leclercia sp. 29361 (taxid 2714951),acrB,2,AAC73564.1,ARO:3000216,92.6,1049,78,0,196488,193342,1,1049,0,1865,36355,5485,1104,acrB,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240431,Ambulances,SRR5240431_bin.3,xx5,Enterobacter sp. SA187 (taxid 1914861),Sent_parC_FLO,1,AAL22048.1,ARO:3003939,92.6,752,56,0,185096,187351,1,752,0,1367,40662,5266,2410,Salmonella enterica parC conferring resistance to fluoroquinolones,AE006468.2,fluoroquinolone resistant parC,fluoroquinolone antibiotic,antibiotic target alteration,,,,
SRR5240431,Ambulances,SRR5240431_bin.3,xx13,Enterobacter sp. SA187 (taxid 1914861),Ecol_cyaA_FOF,1,CDJ73082.1,ARO:3003900,92.6,849,58,2,205336,207870,1,848,0,1609,40602,4616,2379,Escherichia coli cyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240452,Ambulances,SRR5240452_bin.10,xx13,Leclercia adecarboxylata (taxid 83655),acrB,1,AAC73564.1,ARO:3000216,92.6,1046,77,0,146870,150007,1,1046,0,1867,36355,5485,1104,acrB,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240522,Ambulances,SRR5240522_bin.12,xx3,Pseudescherichia vulneris (taxid 566),msbA,3,AAC74000.1,ARO:3003950,92.6,581,43,0,553076,551334,1,581,0,1013,40720,5468,2423,msbA,U00096.3,ATP-binding cassette (ABC) antibiotic efflux pump,nitroimidazole antibiotic,antibiotic efflux,,,,
SRR5240550,Ambulances,SRR5240550_bin.20,xx81,Leclercia sp. 29361 (taxid 2714951),acrB,2,AAC73564.1,ARO:3000216,92.6,1049,78,0,52308,49162,1,1049,0,1865,36355,5485,1104,acrB,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240566,Ambulances,SRR5240566_bin.9,xx277,Cronobacter sakazakii (taxid 28141),bacA,1,AAC76093.1,ARO:3002986,92.6,272,19,1,6047,6859,1,272,2.34E-158,488,39420,4677,1820,bacA,U00096.3,undecaprenyl pyrophosphate related proteins,peptide antibiotic,antibiotic target alteration,,,,
SRR5240583,Ambulances,SRR5240583_bin.6,xx244,Psychrobacter sp. WB2 (taxid 3043330),Abau_parC_FLO,2,WP_000202252.1,ARO:3003818,92.6,121,9,0,7563,7925,10,130,3.18E-64,232,40508,6039,2315,Acinetobacter baumannii parC conferring resistance to fluoroquinolones,NZ_CP009257.1,fluoroquinolone resistant parC,fluoroquinolone antibiotic,antibiotic target alteration,,,,
SRR5240600,Ambulances,SRR5240600_bin.6,xx17,Citrobacter werkmanii (taxid 67827),Ecol_murA_FOF,3,AIL15701.1,ARO:3003775,92.6,418,31,0,77670,78923,1,418,1.54E-247,754,40451,3548,2284,Escherichia coli murA with mutation conferring resistance to fosfomycin,CP009072.1,antibiotic-resistant murA transferase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240606,Ambulances,SRR5240606_bin.5,xx4,Leclercia sp. 119287 (taxid 2681308),acrB,1,AAC73564.1,ARO:3000216,92.6,1046,77,0,587731,590868,1,1046,0,1863,36355,5485,1104,acrB,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240617,Ambulances,SRR5240617_bin.8,xx161,Pantoea sp. CCBC3-3-1 (taxid 2490851),Ecol_EFTu_PLV,1,AAN82549.1,ARO:3003369,92.6,230,17,0,691,2,10,239,1.28E-137,436,39953,4655,2158,Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin,AE014075.1,elfamycin resistant EF-Tu,elfamycin antibiotic,antibiotic target alteration,,,,
SRR5240619,Ambulances,SRR5240619_bin.5,xx206,Leclercia sp. 29361 (taxid 2714951),emrB,2,AAC75733.1,ARO:3000074,92.6,515,35,1,15533,17077,1,512,7.20e-311,937,36213,20,1847,emrB,U00096.1,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,,,,
SRR5240625,Ambulances,SRR5240625_bin.1,xx42,Citrobacter werkmanii (taxid 67827),Ecol_murA_FOF,4,AIL15701.1,ARO:3003775,92.6,418,31,0,28844,30097,1,418,1.43E-247,754,40451,3548,2284,Escherichia coli murA with mutation conferring resistance to fosfomycin,CP009072.1,antibiotic-resistant murA transferase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240637,Ambulances,SRR5240637_bin.2,xx5,Leclercia adecarboxylata (taxid 83655),acrB,1,AAC73564.1,ARO:3000216,92.6,1046,77,0,200388,197251,1,1046,0,1867,36355,5485,1104,acrB,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240638,Ambulances,SRR5240638_bin.6,xx97,Cronobacter sakazakii ES15 (taxid 1138308),msbA,5,AAC74000.1,ARO:3003950,92.6,582,43,0,56333,58078,1,582,0,1017,40720,5468,2423,msbA,U00096.3,ATP-binding cassette (ABC) antibiotic efflux pump,nitroimidazole antibiotic,antibiotic efflux,,,,
SRR5240643,Ambulances,SRR5240643_bin.5,xx8,Enterobacter sp. SA187 (taxid 1914861),Ecol_cyaA_FOF,1,CDJ73082.1,ARO:3003900,92.6,849,58,2,206044,208578,1,848,0,1607,40602,4616,2379,Escherichia coli cyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240664,Ambulances,SRR5240664_bin.4,xx30,Cronobacter dublinensis subsp. dublinensis LMG 23823 (taxid 1159554),msbA,7,AAC74000.1,ARO:3003950,92.6,582,43,0,31331,33076,1,582,0,1017,40720,5468,2423,msbA,U00096.3,ATP-binding cassette (ABC) antibiotic efflux pump,nitroimidazole antibiotic,antibiotic efflux,,,,
SRR5240671,Ambulances,SRR5240671_bin.8,xx14,Klebsiella michiganensis KCTC 1686 (taxid 1006551),msbA,1,AAC74000.1,ARO:3003950,92.6,581,43,0,54616,52874,1,581,0,1019,40720,5468,2423,msbA,U00096.3,ATP-binding cassette (ABC) antibiotic efflux pump,nitroimidazole antibiotic,antibiotic efflux,,,,
SRR5240672,Ambulances,SRR5240672_bin.14,xx91,Citrobacter sp. BDA59-3 (taxid 2781952),Ecol_murA_FOF,4,AIL15701.1,ARO:3003775,92.6,419,31,0,9369,8113,1,419,5.22E-249,757,40451,3548,2284,Escherichia coli murA with mutation conferring resistance to fosfomycin,CP009072.1,antibiotic-resistant murA transferase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240672,Ambulances,SRR5240672_bin.14,xx380,Citrobacter sp. BDA59-3 (taxid 2781952),msbA,16,AAC74000.1,ARO:3003950,92.6,582,43,0,4056,5801,1,582,0,1021,40720,5468,2423,msbA,U00096.3,ATP-binding cassette (ABC) antibiotic efflux pump,nitroimidazole antibiotic,antibiotic efflux,,,,
SRR5240672,Ambulances,SRR5240672_bin.3,xx139,Leclercia adecarboxylata (taxid 83655),acrB,5,AAC73564.1,ARO:3000216,92.6,1046,77,0,33698,36835,1,1046,0,1866,36355,5485,1104,acrB,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240672,Ambulances,SRR5240672_bin.3,xx2352,Leclercia adecarboxylata (taxid 83655),Ecol_fabG_TRC,46,AAC74177.1,ARO:3004049,92.6,244,18,0,3194,3925,1,244,1E-138,421,41114,5523,2681,Escherichia coli fabG mutations conferring resistance to triclosan,U00096.3,antibiotic resistant fabG,disinfecting agents and antiseptics,antibiotic target alteration,,,,
SRR5240674,Ambulances,SRR5240674_bin.7,xx18,Leclercia adecarboxylata (taxid 83655),acrB,1,AAC73564.1,ARO:3000216,92.6,1046,77,0,91616,94753,1,1046,0,1867,36355,5485,1104,acrB,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240681,Ambulances,SRR5240681_bin.5,xx9,Pseudescherichia vulneris (taxid 566),Kpne_KpnH,3,EOU56998.1,ARO:3004597,92.6,511,38,0,119624,121156,2,512,5.72e-310,938,42528,5310,3299,Klebsiella pneumoniae KpnH,ASTU01000063.1,major facilitator superfamily (MFS) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic;penam;penem;peptide antibiotic,antibiotic efflux,,,,
SRR5240289,Ambulances,SRR5240289_1254,xx2067,Stenotrophomonas maltophilia (taxid 40324),smeA,1,AAD51344.1,ARO:3003051,92.5,398,30,0,27,1220,1,398,2.81E-244,675,39485,496,1507,smeA,AF173226.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;cephalosporin;cephamycin;penam,antibiotic efflux,,,,
SRR5240326,Ambulances,SRR5240326_bin.2,xx16,Pseudescherichia vulneris (taxid 566),Ecol_gyrB_AMU,1,BAE77595.1,ARO:3003303,92.5,804,60,0,6532,8943,1,804,0,1488,39887,2063,111,Escherichia coli gyrB conferring resistance to aminocoumarin,AP009048.1,aminocoumarin resistant gyrB,aminocoumarin antibiotic,antibiotic target alteration,,,,
SRR5240334,Ambulances,SRR5240334_bin.9,xx9,Leclercia adecarboxylata (taxid 83655),acrB,1,AAC73564.1,ARO:3000216,92.5,1046,78,0,137783,140920,1,1046,0,1865,36355,5485,1104,acrB,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240344,Ambulances,SRR5240344_bin.3,xx35,Cronobacter dublinensis subsp. dublinensis LMG 23823 (taxid 1159554),Ecol_cyaA_FOF,1,CDJ73082.1,ARO:3003900,92.5,849,63,1,45031,42485,1,848,0,1602,40602,4616,2379,Escherichia coli cyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240345,Ambulances,SRR5240345_bin.4,xx49,Bacillus wiedmannii (taxid 1890302),BcI,1,CAA29819.1,ARO:3002877,92.5,306,23,0,64381,65298,1,306,3.75E-183,563,39311,1622,720,BcI,X06599.1,class A Bacillus cereus Bc beta-lactamase,cephalosporin;penem,antibiotic inactivation,,,,
SRR5240363,Ambulances,SRR5240363_bin.18,xx398,Mixta hanseatica (taxid 2872648),Sser_parE_FLO,2,AAL22055.1,ARO:3003317,92.5,466,34,1,27359,28756,1,465,1.23E-285,871,39901,5465,1323,Salmonella serovars parE conferring resistance to fluoroquinolones,AE006468.2,fluoroquinolone resistant parE,fluoroquinolone antibiotic,antibiotic target alteration,,,,
SRR5240366,Ambulances,SRR5240366_bin.1,xx599,Cronobacter sakazakii (taxid 28141),Ecol_cyaA_FOF,1,CDJ73082.1,ARO:3003900,92.5,849,63,1,9636,7090,1,848,0,1602,40602,4616,2379,Escherichia coli cyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240378,Ambulances,SRR5240378_bin.5,xx69,Pseudescherichia vulneris (taxid 566),emrB,4,AAC75733.1,ARO:3000074,92.5,416,31,0,1250,3,2,417,4.51E-250,763,36213,20,1847,emrB,U00096.1,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,,,,
SRR5240384,Ambulances,SRR5240384_bin.6,xx1,Pseudescherichia vulneris (taxid 566),Ecol_gyrB_AMU,1,BAE77595.1,ARO:3003303,92.5,804,60,0,349922,347511,1,804,0,1488,39887,2063,111,Escherichia coli gyrB conferring resistance to aminocoumarin,AP009048.1,aminocoumarin resistant gyrB,aminocoumarin antibiotic,antibiotic target alteration,,,,
SRR5240385,Ambulances,SRR5240385_bin.8,xx6,Enterobacter sp. SA187 (taxid 1914861),acrD,1,BAA16344.1,ARO:3000491,92.5,1033,77,0,123191,120093,1,1033,0,1828,36630,5517,1427,acrD,AP009048.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic,antibiotic efflux,,,,
SRR5240422,Ambulances,SRR5240422_bin.1,xx30,Leclercia sp. 29361 (taxid 2714951),acrD,2,BAA16344.1,ARO:3000491,92.5,1035,78,0,33131,36235,1,1035,0,1830,36630,5517,1427,acrD,AP009048.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic,antibiotic efflux,,,,
SRR5240452,Ambulances,SRR5240452_bin.10,xx461,Leclercia adecarboxylata (taxid 83655),Sent_parC_FLO,1,AAL22048.1,ARO:3003939,92.5,751,56,0,4812,2560,1,751,0,1366,40662,5266,2410,Salmonella enterica parC conferring resistance to fluoroquinolones,AE006468.2,fluoroquinolone resistant parC,fluoroquinolone antibiotic,antibiotic target alteration,,,,
SRR5240534,Ambulances,SRR5240534_bin.5,xx56,Leclercia adecarboxylata (taxid 83655),acrB,2,AAC73564.1,ARO:3000216,92.5,1046,78,0,25810,28947,1,1046,0,1865,36355,5485,1104,acrB,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240625,Ambulances,SRR5240625_bin.1,xx466,Cedecea sp. FDAARGOS_727 (taxid 2545798),Sser_gyrB_FLO,2,AAL22694.1,ARO:3003307,92.5,678,51,0,2036,3,1,678,0,1255,39891,5308,1696,Salmonella serovars gyrB conferring resistance to fluoroquinolones,AE006468.2,fluoroquinolone resistant gyrB,aminocoumarin antibiotic;fluoroquinolone antibiotic,antibiotic target alteration,,,,
SRR5240631,Ambulances,SRR5240631_bin.4,xx34,Pseudescherichia vulneris (taxid 566),Ecol_gyrB_AMU,1,BAE77595.1,ARO:3003303,92.5,804,60,0,97736,95325,1,804,0,1488,39887,2063,111,Escherichia coli gyrB conferring resistance to aminocoumarin,AP009048.1,aminocoumarin resistant gyrB,aminocoumarin antibiotic,antibiotic target alteration,,,,
SRR5240638,Ambulances,SRR5240638_bin.6,xx124,Cronobacter sakazakii ES15 (taxid 1138308),Ecol_cyaA_FOF,1,CDJ73082.1,ARO:3003900,92.5,849,63,1,5117,7663,1,848,0,1602,40602,4616,2379,Escherichia coli cyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240643,Ambulances,SRR5240643_bin.5,xx16,Enterobacter sp. SA187 (taxid 1914861),acrD,1,BAA16344.1,ARO:3000491,92.5,1033,77,0,140379,137281,1,1033,0,1828,36630,5517,1427,acrD,AP009048.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic,antibiotic efflux,,,,
SRR5240664,Ambulances,SRR5240664_bin.4,xx85,Cronobacter sakazakii ES15 (taxid 1138308),Ecol_cyaA_FOF,2,CDJ73082.1,ARO:3003900,92.5,849,63,1,25572,28118,1,848,0,1602,40602,4616,2379,Escherichia coli cyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240672,Ambulances,SRR5240672_bin.3,xx265,Leclercia adecarboxylata (taxid 83655),Sent_parC_FLO,2,AAL22048.1,ARO:3003939,92.5,751,56,0,38661,40913,1,751,0,1364,40662,5266,2410,Salmonella enterica parC conferring resistance to fluoroquinolones,AE006468.2,fluoroquinolone resistant parC,fluoroquinolone antibiotic,antibiotic target alteration,,,,
SRR5240673,Ambulances,SRR5240673_bin.3,xx4,Leclercia pneumoniae (taxid 2815358),mdtC,1,AAC75137.1,ARO:3000794,92.5,1018,76,0,275133,272080,1,1018,0,1783,37174,257,1315,mdtC,U00096.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic,antibiotic efflux,,,,
SRR5240682,Ambulances,SRR5240682_bin.3,xx73,Cronobacter sakazakii (taxid 28141),Ecol_cyaA_FOF,1,CDJ73082.1,ARO:3003900,92.5,849,63,1,38147,40693,1,848,0,1602,40602,4616,2379,Escherichia coli cyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240321,Ambulances,SRR5240321_bin.5,xx24,Leclercia sp. J807 (taxid 2681307),acrD,1,BAA16344.1,ARO:3000491,92.4,1035,79,0,33080,36184,1,1035,0,1833,36630,5517,1427,acrD,AP009048.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic,antibiotic efflux,,,,
SRR5240326,Ambulances,SRR5240326_bin.2,xx94,Pseudescherichia vulneris (taxid 566),msbA,1,AAC74000.1,ARO:3003950,92.4,581,44,0,13190,11448,1,581,0,1013,40720,5468,2423,msbA,U00096.3,ATP-binding cassette (ABC) antibiotic efflux pump,nitroimidazole antibiotic,antibiotic efflux,,,,
SRR5240333,Ambulances,SRR5240333_bin.2,xx3,Pseudescherichia vulneris (taxid 566),msbA,2,AAC74000.1,ARO:3003950,92.4,581,44,0,283078,281336,1,581,0,1011,40720,5468,2423,msbA,U00096.3,ATP-binding cassette (ABC) antibiotic efflux pump,nitroimidazole antibiotic,antibiotic efflux,,,,
SRR5240378,Ambulances,SRR5240378_bin.5,xx1,Pseudescherichia vulneris (taxid 566),msbA,6,AAC74000.1,ARO:3003950,92.4,581,44,0,235705,233963,1,581,0,1013,40720,5468,2423,msbA,U00096.3,ATP-binding cassette (ABC) antibiotic efflux pump,nitroimidazole antibiotic,antibiotic efflux,,,,
SRR5240384,Ambulances,SRR5240384_bin.6,xx2,Pseudescherichia vulneris (taxid 566),msbA,1,AAC74000.1,ARO:3003950,92.4,581,44,0,110380,112122,1,581,0,1013,40720,5468,2423,msbA,U00096.3,ATP-binding cassette (ABC) antibiotic efflux pump,nitroimidazole antibiotic,antibiotic efflux,,,,
SRR5240385,Ambulances,SRR5240385_bin.8,xx31,Enterobacter sp. SA187 (taxid 1914861),Ecol_fabI_MULT,2,AAC74370.1,ARO:3004045,92.4,262,20,0,42768,41983,1,262,3.78E-154,478,41097,5254,2666,Escherichia coli fabI mutations conferring resistance to isoniazid and triclosan,U00096.3,antibiotic resistant fabI,disinfecting agents and antiseptics;isoniazid-like antibiotic,antibiotic target alteration,,,,
SRR5240405,Ambulances,SRR5240405_bin.4,xx87,Pseudescherichia vulneris (taxid 566),msbA,5,AAC74000.1,ARO:3003950,92.4,581,44,0,3846,5588,1,581,0,1011,40720,5468,2423,msbA,U00096.3,ATP-binding cassette (ABC) antibiotic efflux pump,nitroimidazole antibiotic,antibiotic efflux,,,,
SRR5240483,Ambulances,SRR5240483_bin.4,xx25,Pseudescherichia vulneris (taxid 566),msbA,2,AAC74000.1,ARO:3003950,92.4,581,44,0,63083,64825,1,581,0,1011,40720,5468,2423,msbA,U00096.3,ATP-binding cassette (ABC) antibiotic efflux pump,nitroimidazole antibiotic,antibiotic efflux,,,,
SRR5240550,Ambulances,SRR5240550_bin.20,xx27,Leclercia sp. 29361 (taxid 2714951),emrB,1,AAC75733.1,ARO:3000074,92.4,515,36,1,8310,6766,1,512,5.71e-310,937,36213,20,1847,emrB,U00096.1,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,,,,
SRR5240625,Ambulances,SRR5240625_bin.5,xx90,Pseudescherichia vulneris (taxid 566),msbA,3,AAC74000.1,ARO:3003950,92.4,581,44,0,3413,5155,1,581,0,1011,40720,5468,2423,msbA,U00096.3,ATP-binding cassette (ABC) antibiotic efflux pump,nitroimidazole antibiotic,antibiotic efflux,,,,
SRR5240631,Ambulances,SRR5240631_bin.4,xx14,Pseudescherichia vulneris (taxid 566),msbA,3,AAC74000.1,ARO:3003950,92.4,581,44,0,111642,113384,1,581,0,1013,40720,5468,2423,msbA,U00096.3,ATP-binding cassette (ABC) antibiotic efflux pump,nitroimidazole antibiotic,antibiotic efflux,,,,
SRR5240639,Ambulances,SRR5240639_bin.11,xx751,Pseudescherichia vulneris (taxid 566),msbA,7,AAC74000.1,ARO:3003950,92.4,581,44,0,8574,6832,1,581,0,1013,40720,5468,2423,msbA,U00096.3,ATP-binding cassette (ABC) antibiotic efflux pump,nitroimidazole antibiotic,antibiotic efflux,,,,
SRR5240643,Ambulances,SRR5240643_bin.5,xx29,Enterobacter sp. SA187 (taxid 1914861),Ecol_fabI_MULT,1,AAC74370.1,ARO:3004045,92.4,262,20,0,42482,43267,1,262,1.41E-153,477,41097,5254,2666,Escherichia coli fabI mutations conferring resistance to isoniazid and triclosan,U00096.3,antibiotic resistant fabI,disinfecting agents and antiseptics;isoniazid-like antibiotic,antibiotic target alteration,,,,
